274 33403
22 95 26
211 191 98
83 103 74
40 37 99
258 106 27
32 65 80
81 147 7
79 91 70
102 116 38
12 152 96
203 213 50
4 272 1
150 93 36
138 216 12
130 72 39
155 24 75
19 21 9
87 19 54
150 155 100
236 1 38
242 173 7
194 164 82
83 97 85
35 224 51
139 3 13
271 154 9
11 269 56
108 122 83
59 274 53
72 109 4
170 47 67
46 265 53
167 126 16
232 174 40
162 272 69
132 71 96
173 148 81
41 107 64
4 19 59
204 234 52
39 34 54
145 110 42
226 180 52
83 171 29
245 153 15
226 49 58
243 21 3
40 137 80
82 48 97
228 138 80
51 270 40
14 227 1
266 11 42
90 19 3
143 51 13
258 109 12
167 241 12
136 74 63
183 67 16
155 200 31
156 154 55
174 76 99
62 252 29
67 10 32
124 208 35
50 70 17
133 12 39
207 95 75
94 75 71
218 147 94
157 50 76
118 155 18
233 242 75
51 225 61
127 110 17
152 158 8
51 40 28
173 3 44
104 180 69
196 228 27
138 86 21
242 228 66
25 245 97
224 153 26
28 171 84
101 110 3
13 216 37
62 29 2
187 199 2
51 147 84
250 61 5
257 15 87
49 153 87
124 202 65
197 133 50
52 236 86
34 256 86
239 96 9
144 197 50
194 17 100
104 216 28
13 113 57
60 274 37
38 110 18
237 168 31
133 66 19
252 33 26
62 46 95
173 155 29
203 22 33
254 35 74
125 26 10
170 205 73
70 102 9
136 67 12
9 122 69
247 59 25
166 258 95
90 267 53
167 206 1
37 5 45
15 188 14
194 122 25
87 79 79
272 140 84
205 218 78
68 240 29
274 255 82
113 159 45
54 153 34
125 99 46
45 115 83
24 211 7
241 56 93
39 66 23
40 225 22
174 254 84
38 243 94
219 256 43
239 227 90
240 210 35
107 7 9
187 166 86
107 234 79
17 54 85
36 134 47
214 50 72
21 234 94
65 97 18
219 248 81
142 212 26
165 130 44
2 247 11
240 132 60
87 162 32
2 70 79
46 167 74
255 140 31
87 136 3
101 129 58
254 207 100
67 96 50
143 251 29
66 216 44
174 106 86
14 141 66
242 167 45
221 176 71
169 144 48
54 177 62
7 197 15
252 209 5
222 223 18
269 251 8
138 54 68
184 272 82
173 240 29
187 46 87
241 238 50
167 252 80
49 180 33
32 250 16
248 156 48
8 41 68
218 173 47
60 142 66
41 209 31
212 194 71
29 207 41
166 269 39
152 207 68
134 122 40
137 69 43
237 11 48
82 147 72
39 178 82
172 142 36
142 57 21
30 223 48
272 219 60
33 104 34
147 66 69
21 208 35
192 79 63
206 171 43
251 182 87
103 165 21
142 40 97
112 139 85
185 227 5
177 169 66
104 85 80
238 59 71
244 9 40
146 43 82
101 107 70
62 250 4
231 65 17
96 171 74
81 259 18
124 250 93
208 198 99
145 173 55
4 40 53
63 23 6
200 266 89
251 253 74
44 9 42
92 80 17
57 155 93
3 86 7
5 48 83
189 268 65
165 63 33
99 200 51
227 182 66
124 61 60
46 114 89
237 187 72
9 185 27
243 75 5
10 261 82
73 94 87
114 109 62
78 66 21
15 105 46
269 197 84
60 150 68
180 51 8
133 89 96
271 121 64
146 54 93
80 261 62
268 140 66
44 29 60
27 165 13
61 115 97
234 147 72
68 107 76
129 245 48
9 263 45
178 198 2
263 220 99
199 111 26
136 183 39
7 167 5
228 25 18
166 28 60
251 33 51
86 100 11
228 195 54
61 186 35
114 125 85
29 173 1
241 97 65
232 202 6
116 56 61
253 247 49
209 59 16
232 194 50
21 257 26
18 21 24
24 238 18
197 63 16
198 119 4
3 260 44
136 91 80
162 109 100
232 129 64
20 94 29
134 175 37
42 40 32
233 230 96
208 63 21
220 87 32
119 9 74
47 84 59
117 219 10
212 237 80
116 254 2
107 86 47
84 92 35
25 148 26
106 225 50
156 116 25
220 58 14
153 38 34
131 160 32
146 238 97
114 105 81
32 163 31
110 192 30
94 156 66
250 123 59
165 256 35
272 93 51
251 214 67
7 23 61
29 124 43
227 123 21
81 98 95
220 180 69
269 40 99
91 172 73
94 201 3
227 248 45
218 195 45
35 44 35
44 6 37
114 242 71
57 247 62
37 62 27
89 187 75
84 103 95
220 168 49
20 73 60
41 177 1
11 127 78
139 46 75
221 265 43
81 82 52
3 8 31
120 219 56
93 134 14
84 258 8
254 228 95
170 237 32
103 162 70
179 255 55
44 54 62
252 168 40
223 271 46
220 182 18
11 271 94
109 161 50
240 87 97
36 42 52
95 266 18
71 6 43
250 60 49
98 173 57
165 151 20
245 58 4
89 108 85
66 162 53
118 110 83
182 209 19
151 90 81
115 12 98
85 225 84
75 140 87
5 170 84
225 63 82
219 87 2
71 258 45
161 103 39
26 66 76
1 124 64
157 185 5
155 95 28
101 246 28
94 55 78
110 257 100
69 113 5
176 81 6
215 14 18
40 169 31
190 34 2
172 76 60
162 253 9
29 72 33
262 265 16
82 125 11
99 155 89
202 274 61
11 272 98
135 31 52
113 150 6
133 2 23
104 128 24
183 127 34
80 251 28
35 60 84
106 61 80
77 25 90
230 148 54
62 262 50
44 272 1
177 141 98
222 102 64
118 45 69
261 38 23
143 50 7
241 13 61
35 90 46
203 229 91
249 58 33
54 9 89
53 134 98
168 85 37
86 158 95
171 73 1
211 13 16
254 35 95
203 77 100
238 82 11
42 71 70
2 194 40
15 159 36
261 212 91
121 259 22
104 129 63
6 6 78
14 236 43
249 256 94
16 57 32
128 111 14
218 58 36
205 33 60
50 253 28
98 26 10
63 137 33
189 143 52
227 222 29
114 46 34
186 90 84
235 23 67
100 35 55
154 188 17
233 204 54
114 230 86
201 72 58
141 226 86
133 95 34
222 153 63
99 256 80
246 56 30
132 101 61
94 49 18
127 46 89
151 8 61
98 83 89
174 46 71
243 75 96
124 253 99
180 266 96
262 190 62
26 90 55
163 154 9
83 33 11
97 96 59
119 188 4
233 60 25
137 97 78
219 195 31
102 99 35
2 36 74
172 187 38
14 23 55
25 241 47
215 237 16
134 225 69
232 74 48
69 247 36
269 15 51
224 46 69
202 269 7
143 160 17
168 105 14
41 227 44
164 252 42
251 34 74
12 104 39
135 212 65
84 232 59
140 38 88
257 20 75
258 58 91
158 134 84
226 23 40
261 186 87
164 240 63
144 26 98
165 144 12
103 111 25
186 253 76
148 248 2
167 254 4
124 67 20
221 104 99
34 170 97
264 119 9
107 272 64
71 42 54
231 224 19
65 248 85
133 224 100
14 258 48
160 134 51
89 103 54
264 78 8
57 105 6
101 117 94
154 187 98
118 175 38
180 25 9
10 155 73
150 19 63
150 227 60
149 108 73
111 204 99
77 28 90
119 32 88
247 197 100
23 9 94
181 116 62
177 11 3
158 61 6
6 16 72
86 47 18
107 42 87
185 88 68
166 202 14
90 236 47
67 160 99
19 18 6
250 68 84
69 71 63
126 253 99
273 93 6
152 232 92
159 107 33
17 71 9
50 98 97
180 71 5
190 241 11
122 140 18
241 155 97
145 19 2
105 168 36
95 186 13
241 98 48
272 174 35
206 99 54
164 261 72
56 255 47
44 113 62
20 142 60
162 117 92
226 80 16
249 188 34
82 81 27
69 109 42
81 176 59
166 132 57
226 266 59
119 69 35
15 34 84
79 47 75
153 144 75
47 245 38
230 184 60
94 107 98
272 111 21
182 92 51
158 199 65
153 258 59
80 81 7
71 101 31
171 152 51
121 29 29
78 68 57
121 211 1
44 47 3
76 204 66
125 103 24
168 89 60
32 231 15
15 184 51
101 73 3
215 150 62
224 64 94
103 90 95
243 68 100
95 113 87
82 254 47
198 82 79
96 84 38
136 194 59
194 29 56
150 257 7
27 45 69
89 87 32
105 129 80
60 176 96
153 153 81
267 11 12
245 135 64
152 54 53
55 174 91
78 131 17
87 128 89
49 51 39
225 52 64
271 41 98
215 210 83
76 176 13
17 50 4
194 26 58
58 52 1
53 174 40
216 75 18
229 182 31
96 208 61
266 244 76
24 32 81
215 191 5
141 219 17
197 222 31
90 44 7
166 143 99
88 183 23
222 88 44
24 220 37
175 135 85
218 85 25
159 93 19
258 90 74
3 102 75
225 136 20
10 34 71
161 96 47
264 59 9
51 202 78
13 122 52
175 216 30
162 153 87
88 133 78
271 184 83
204 99 10
89 52 3
124 219 23
144 85 42
16 130 31
111 88 18
58 67 44
206 21 85
274 139 26
42 127 40
100 31 83
85 171 62
233 151 84
46 215 23
151 183 92
144 17 99
180 216 86
86 106 93
174 110 7
257 270 26
142 193 84
69 177 31
7 63 92
148 170 72
23 9 71
106 60 61
175 175 3
255 268 79
185 202 19
235 164 56
41 142 11
89 104 30
101 231 37
102 115 20
220 186 20
261 31 1
103 148 56
265 264 82
261 184 36
141 103 73
51 269 3
66 274 27
231 261 8
139 35 87
244 178 79
10 69 75
189 172 3
20 191 36
109 221 97
94 232 75
16 114 55
157 182 14
200 123 59
108 172 46
46 221 77
258 98 37
224 56 2
23 2 54
19 241 71
5 23 5
97 74 55
70 104 1
225 84 42
94 80 22
243 22 22
104 26 87
57 140 81
198 171 96
231 29 74
122 91 97
146 26 3
6 179 77
258 9 91
246 243 24
202 233 41
136 88 55
250 147 33
241 105 3
264 23 100
53 38 30
224 24 67
52 122 77
218 115 88
82 239 6
88 229 10
213 165 59
137 47 42
231 59 26
54 252 25
53 113 25
15 222 42
71 118 41
272 152 25
192 29 26
243 85 68
231 33 48
196 131 49
194 108 78
271 219 84
58 114 68
10 137 57
223 228 2
247 161 47
259 269 16
54 188 80
163 102 14
229 104 84
270 157 46
22 73 46
226 136 67
228 115 68
201 248 10
240 220 65
256 221 30
158 207 74
124 73 31
143 243 7
164 33 50
234 94 23
111 123 82
199 51 37
201 41 100
103 3 28
200 247 36
267 245 78
31 122 75
132 226 88
208 212 40
163 155 46
267 222 55
182 26 92
87 179 24
65 117 73
235 45 49
212 128 40
243 219 59
169 252 40
124 225 38
26 95 96
112 66 71
62 272 50
10 65 95
27 184 91
250 133 16
11 16 78
138 15 27
194 49 6
139 139 13
10 46 48
14 67 7
15 35 93
82 190 29
52 258 12
143 274 33
217 90 30
120 90 34
270 252 59
188 104 33
86 272 39
262 200 81
197 59 21
223 87 40
260 47 21
83 134 41
220 137 86
225 143 94
185 183 21
225 206 53
251 176 47
170 73 22
129 52 82
100 184 75
132 178 32
26 192 27
217 245 19
126 266 75
240 23 33
127 165 50
24 82 59
187 179 7
77 208 94
3 134 22
139 223 94
44 213 76
127 181 66
122 178 31
230 54 99
94 46 78
3 227 5
117 210 58
25 166 59
10 131 72
54 228 89
253 263 75
144 181 44
260 19 90
45 22 19
46 105 37
83 216 2
61 124 99
199 132 31
247 121 23
85 217 8
47 109 1
239 126 82
70 137 75
84 46 14
231 7 91
60 17 37
4 257 4
112 39 61
42 194 2
255 80 100
98 78 99
57 193 73
149 201 47
140 96 69
112 20 93
181 89 7
257 67 44
31 199 83
217 200 15
143 183 58
265 243 92
165 212 16
219 20 62
77 5 48
48 83 44
127 135 25
63 86 14
209 68 63
37 144 76
260 64 59
194 43 85
253 127 53
21 43 58
134 64 10
211 254 60
67 14 35
135 86 21
163 29 75
161 184 53
94 112 33
106 198 53
99 152 16
65 93 78
264 36 43
41 42 45
49 263 91
42 201 45
103 179 47
65 49 41
65 238 20
129 250 80
130 228 47
274 217 74
225 140 72
115 246 60
243 203 41
16 139 39
199 42 52
91 156 73
141 252 88
252 46 49
211 112 46
31 32 77
65 210 21
190 65 21
149 184 93
207 37 8
43 83 46
96 132 5
59 237 79
238 69 18
42 218 6
9 187 49
69 229 89
217 14 11
142 246 26
114 64 27
221 216 53
73 156 66
244 42 30
170 101 45
112 68 39
214 12 34
225 164 11
49 177 61
56 238 46
98 152 85
108 262 55
270 110 78
15 13 76
21 25 34
177 248 30
23 208 98
189 126 17
171 249 25
261 137 33
204 263 63
27 178 66
154 56 53
63 204 80
250 151 94
107 92 21
44 69 9
24 126 4
234 108 73
147 220 22
233 86 54
231 164 41
30 263 96
116 121 24
159 113 28
245 120 88
270 166 27
209 163 57
25 196 95
116 245 65
13 185 18
216 168 33
237 229 9
176 230 39
27 13 97
122 80 1
241 28 89
53 254 49
18 243 82
72 52 44
160 167 46
206 75 32
87 163 92
201 44 31
43 21 69
1 112 40
163 264 25
30 178 21
227 196 64
270 51 72
153 117 10
74 221 84
176 22 71
137 85 48
40 190 37
255 28 9
97 159 59
190 208 38
213 76 60
140 103 22
222 172 61
199 132 65
32 24 85
256 174 43
166 176 96
182 218 60
185 93 98
213 145 22
166 88 43
274 101 67
120 191 78
38 145 75
97 48 81
90 267 42
217 222 11
79 203 10
269 164 6
114 106 67
102 139 17
177 126 42
120 50 5
183 110 1
268 156 79
157 109 71
235 6 67
220 196 8
46 163 18
149 72 31
127 24 11
201 161 87
102 93 47
95 219 38
156 44 99
208 153 36
273 190 57
175 48 94
187 261 2
242 74 75
253 91 46
226 97 36
209 43 66
138 123 82
91 96 13
242 93 69
101 240 61
145 82 47
150 187 24
198 182 61
75 25 54
274 219 3
147 54 3
49 50 30
10 21 50
40 107 43
31 152 29
14 112 6
112 190 88
132 44 52
156 2 90
259 95 56
72 172 96
133 73 23
74 45 93
235 219 41
14 214 52
148 158 5
74 186 43
62 52 19
11 174 3
136 205 91
161 132 8
231 190 95
183 244 44
33 223 61
107 268 28
29 7 68
22 62 73
170 161 48
121 14 1
178 37 30
42 264 75
235 3 94
36 220 67
258 261 35
76 193 73
225 7 30
236 206 8
6 237 75
68 140 52
179 52 80
128 70 85
247 151 30
146 51 46
56 95 91
203 128 66
141 16 94
267 180 74
186 110 4
68 170 98
80 220 94
126 174 71
137 98 4
209 117 13
269 220 51
139 82 99
12 149 5
60 248 46
203 94 18
213 75 99
121 9 65
250 205 43
274 85 29
198 195 8
26 61 24
253 191 72
134 67 89
69 238 72
76 236 19
191 130 63
238 18 92
265 168 53
58 227 65
88 73 53
79 212 71
70 62 86
194 171 89
158 52 1
187 273 22
130 224 52
212 46 65
158 188 31
83 234 39
153 2 63
22 122 94
22 106 60
238 135 80
26 71 29
75 267 20
256 231 8
51 44 16
212 36 6
166 229 4
31 2 53
157 74 32
49 146 97
221 70 75
68 122 34
68 21 6
142 181 2
134 75 17
110 70 7
15 190 98
57 218 93
172 33 46
36 256 87
69 126 16
83 141 98
115 205 100
191 125 98
58 46 46
98 54 86
164 116 61
172 119 61
125 34 54
219 131 97
273 224 62
78 269 11
228 247 22
131 142 36
107 184 17
219 79 1
92 83 34
124 271 22
94 127 27
38 227 61
71 66 70
198 82 26
72 271 73
146 163 82
201 111 37
120 231 75
171 186 84
141 108 19
265 46 97
225 208 79
165 259 99
66 99 6
169 169 76
205 244 55
262 51 61
264 151 90
117 17 11
232 168 16
90 204 31
255 107 29
1 205 82
131 17 14
2 26 31
244 114 26
129 136 8
92 88 34
206 117 5
173 94 99
50 31 55
59 93 98
233 166 13
7 167 67
177 51 38
163 158 55
37 202 41
158 128 96
203 86 81
7 241 59
63 146 69
81 50 76
10 225 53
198 80 58
49 169 73
85 116 99
87 95 41
87 24 86
138 121 94
161 272 41
100 82 96
55 215 86
85 213 51
255 187 19
240 267 12
252 236 79
72 45 74
34 18 67
22 82 71
218 215 74
252 22 66
47 72 15
50 194 45
194 265 44
142 162 95
206 93 68
272 109 61
21 167 52
235 231 8
142 162 35
157 62 19
36 197 82
175 194 39
206 85 21
169 148 25
71 130 88
273 81 83
153 218 81
103 199 45
209 198 77
233 184 10
248 64 83
200 181 68
88 134 16
195 213 70
11 177 34
90 2 44
189 186 46
241 251 49
267 85 59
71 181 31
59 146 16
64 249 19
243 86 23
79 137 74
216 89 91
197 107 59
3 273 96
70 87 23
137 203 89
75 80 5
273 77 12
220 143 71
124 217 96
269 206 15
120 66 31
89 39 67
219 67 64
249 102 17
145 33 42
23 150 1
24 196 74
269 128 5
165 262 42
254 67 94
153 61 70
12 179 35
47 207 90
22 44 90
167 105 97
271 30 6
37 89 29
125 183 40
1 238 60
6 171 52
222 41 39
263 20 95
164 45 28
226 113 79
182 89 10
131 193 36
114 162 82
171 139 100
119 225 83
190 27 73
192 66 41
207 169 35
117 67 14
131 271 29
102 238 58
35 189 95
29 14 26
7 152 69
36 179 43
10 229 96
23 3 17
120 82 35
133 38 12
63 94 35
58 90 24
145 255 6
30 93 34
190 33 45
20 67 30
13 40 45
163 215 14
165 50 90
133 169 62
32 249 40
73 148 69
52 132 47
80 78 74
161 242 39
117 129 51
139 95 98
98 139 23
166 272 68
69 125 81
132 83 93
255 260 73
241 211 20
4 130 14
184 137 46
34 61 58
76 116 81
156 114 46
45 17 50
138 231 66
63 271 11
249 193 54
50 119 88
265 4 16
159 142 59
187 5 83
241 157 16
100 2 89
72 19 56
234 151 90
131 153 92
1 196 9
213 130 80
57 45 19
149 191 74
111 168 46
221 27 5
98 51 92
253 250 37
232 218 88
47 159 82
136 261 76
228 73 5
86 217 85
62 141 80
123 241 16
254 201 97
144 12 42
55 262 21
191 51 98
248 225 24
153 128 49
265 124 6
134 19 45
108 199 24
266 193 97
3 18 31
8 42 99
175 143 29
37 152 60
232 88 71
84 259 80
148 107 90
165 76 44
125 149 5
11 126 38
60 265 60
240 7 20
119 38 63
132 114 10
74 89 32
197 155 87
33 49 81
184 84 2
22 263 65
72 217 17
77 56 8
104 161 24
245 139 81
10 86 69
179 84 12
126 111 71
157 72 24
19 197 91
223 90 63
195 232 7
149 133 70
251 120 16
138 71 76
90 211 86
8 186 75
70 109 95
223 259 91
133 4 12
237 91 17
11 190 46
149 116 45
61 142 46
257 69 57
192 66 20
19 198 71
195 95 47
198 212 60
195 68 72
239 178 46
182 163 32
82 252 63
170 153 10
30 204 66
269 5 70
34 116 1
180 231 76
100 156 91
128 8 97
76 153 48
166 216 52
158 111 24
27 154 37
29 2 91
61 15 1
168 34 31
101 216 80
84 152 67
87 114 83
129 144 40
216 25 22
254 192 44
170 42 11
142 161 41
128 148 52
216 39 2
109 203 35
106 84 49
215 119 21
119 19 7
257 131 82
144 265 1
270 47 60
254 77 38
260 189 63
21 213 8
16 174 62
55 27 93
161 1 50
156 152 74
32 79 63
91 35 44
128 185 51
166 7 87
61 118 8
203 166 90
64 158 63
271 223 43
213 168 69
253 145 36
72 143 76
114 159 5
229 224 22
103 3 11
217 8 16
150 224 49
88 109 22
130 74 53
71 62 56
96 83 79
189 226 22
266 232 24
165 76 34
238 76 49
265 82 4
55 233 47
205 263 13
221 188 55
237 224 13
179 48 1
35 99 60
102 67 21
241 27 83
165 2 46
192 152 81
248 13 17
191 257 31
76 180 71
181 64 62
42 228 38
4 258 1
244 58 70
42 270 57
92 259 68
79 247 29
233 71 26
256 23 25
245 179 1
258 231 14
183 137 25
77 44 4
116 62 3
232 47 52
180 161 35
130 71 31
53 9 40
169 245 6
263 121 37
129 261 59
9 159 19
129 174 13
228 263 2
199 77 90
103 251 36
179 78 25
153 78 8
131 162 93
264 77 2
36 21 25
100 42 43
202 61 43
96 109 18
221 150 48
179 69 6
225 181 43
218 3 39
123 262 1
47 176 38
154 75 9
28 96 73
265 96 42
65 201 11
60 114 67
257 267 27
141 159 82
225 119 33
17 5 58
70 10 28
262 110 68
54 198 40
25 166 2
155 37 72
272 5 55
230 159 43
265 135 75
127 7 34
47 89 15
16 188 37
141 148 8
157 128 61
62 245 16
224 206 49
116 32 30
18 246 32
242 138 2
56 143 34
220 57 49
71 251 55
68 125 71
104 115 62
255 143 29
108 92 52
177 175 80
6 253 97
40 172 96
37 259 49
217 132 23
49 37 81
164 256 46
84 9 54
231 31 45
89 163 4
145 186 74
30 146 49
51 112 44
2 57 76
51 256 64
169 92 45
54 274 38
154 268 30
75 40 46
112 185 8
188 155 39
121 143 69
227 253 62
251 231 4
63 151 51
254 97 69
272 17 24
182 144 84
71 270 12
235 241 83
9 262 93
25 91 7
17 151 55
239 66 54
80 228 12
199 76 29
220 99 1
11 240 11
181 160 44
192 83 98
269 121 84
252 274 6
178 137 70
69 29 83
232 253 23
118 179 22
171 252 88
24 98 71
263 108 34
137 153 98
145 202 58
174 92 17
20 254 65
62 270 23
107 104 32
157 239 42
74 260 39
58 83 40
221 177 47
231 60 86
137 59 39
113 39 92
52 135 20
168 117 82
151 273 87
169 249 7
4 16 30
88 20 57
36 167 7
131 86 92
262 253 84
66 16 88
250 238 91
265 140 33
118 160 55
131 38 30
110 104 7
103 95 4
25 262 27
12 153 65
135 180 35
186 16 41
223 62 93
243 272 25
210 31 48
265 245 64
141 180 75
58 264 58
180 171 31
118 263 33
168 215 31
255 43 48
223 136 3
3 48 45
76 64 18
228 174 33
18 101 19
238 214 63
168 252 67
1 259 84
213 84 9
103 196 63
259 28 77
19 177 27
3 208 97
169 206 98
58 230 56
204 171 78
90 74 90
93 216 50
34 258 79
194 191 54
131 229 98
255 40 15
165 253 34
143 42 96
274 202 39
223 8 47
29 245 16
191 13 15
24 271 85
200 156 51
85 181 88
196 165 92
135 129 2
